quarter,deaths,pred,pats,smr,crd_rate,location_type,location,location_name,quarter_reg,reg
3,24,20.76054231,860,1.156039165,2.790697674,NHS Board,S08000026,NHS Shetland,0,1.023247382
3,460,531.2236242,16094,0.865925345,2.858208028,NHS Board,S08000027,NHS Tayside,0,0.94549533
3,25,25.5193438,1103,0.979649014,2.266545784,NHS Board,S08000028,NHS Western Isles,0,1.248611539
3,30,31.89934577,3169,0.940458159,0.946670874,NHS Board,S08100001,National Facility,0,0.814846721
4,445,485.6102095,17370,0.916372826,2.561888313,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
4,123,142.6045402,4260,0.862525133,2.887323944,NHS Board,S08000016,NHS Borders,0,0.940718641
4,230,202.7722169,6292,1.134277681,3.655435474,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
4,406,382.1944089,10388,1.062286602,3.908355795,NHS Board,S08000018,NHS Fife,0,0.961389479
4,274,269.2539684,8050,1.017626599,3.403726708,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
4,642,641.0045541,22319,1.001552947,2.87647296,NHS Board,S08000020,NHS Grampian,0,0.989980473
4,1559,1614.870421,67879,0.965402536,2.296733894,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
4,344,333.6966002,10786,1.03087655,3.189319488,NHS Board,S08000022,NHS Highland,0,0.963161437
4,741,647.1764912,23576,1.144973605,3.143026807,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
4,951,990.1607325,30460,0.960450126,3.12212738,NHS Board,S08000024,NHS Lothian,0,0.900998328
4,24,21.09257425,780,1.1378412,3.076923077,NHS Board,S08000025,NHS Orkney,0,1.2324513
4,26,20.31816814,900,1.27964292,2.888888889,NHS Board,S08000026,NHS Shetland,0,1.023247382
4,584,575.4058682,16554,1.014935774,3.527848254,NHS Board,S08000027,NHS Tayside,0,0.94549533
4,42,28.7086248,1085,1.462974987,3.870967742,NHS Board,S08000028,NHS Western Isles,0,1.248611539
4,35,33.37282432,3163,1.048757506,1.10654442,NHS Board,S08100001,National Facility,0,0.814846721
5,486,520.5059601,16746,0.933706888,2.902185597,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
5,132,147.8142916,4541,0.893012432,2.906848712,NHS Board,S08000016,NHS Borders,0,0.940718641
5,225,214.2770253,6564,1.050042578,3.427787934,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
5,415,386.5885806,10113,1.073492651,4.103628992,NHS Board,S08000018,NHS Fife,0,0.961389479
5,320,291.6265547,8561,1.097293765,3.737881089,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
5,639,661.8856892,23550,0.965423502,2.713375796,NHS Board,S08000020,NHS Grampian,0,0.989980473
5,1646,1650.669404,69664,0.997171206,2.362769867,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
5,292,332.6526434,10863,0.877792514,2.688023566,NHS Board,S08000022,NHS Highland,0,0.963161437
5,708,709.2165807,25524,0.998284613,2.773859897,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
5,903,994.3781821,31610,0.908105202,2.856690921,NHS Board,S08000024,NHS Lothian,0,0.900998328
5,23,15.89754324,775,1.446764424,2.967741935,NHS Board,S08000025,NHS Orkney,0,1.2324513
5,23,24.48642303,942,0.939296033,2.441613588,NHS Board,S08000026,NHS Shetland,0,1.023247382
5,616,614.092455,17059,1.003106283,3.610997128,NHS Board,S08000027,NHS Tayside,0,0.94549533
5,44,30.79520029,1129,1.428794084,3.897254207,NHS Board,S08000028,NHS Western Isles,0,1.248611539
5,28,32.9879078,3338,0.848795873,0.838825644,NHS Board,S08100001,National Facility,0,0.814846721
6,474,526.1121311,16496,0.900948623,2.87342386,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
6,147,138.9447615,4279,1.057974395,3.435382099,NHS Board,S08000016,NHS Borders,0,0.940718641
6,238,207.9396822,6370,1.14456268,3.736263736,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
6,370,390.8463906,10491,0.946663469,3.526832523,NHS Board,S08000018,NHS Fife,0,0.961389479
6,292,285.4548258,8631,1.022928932,3.383153748,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
6,592,633.4271338,22977,0.934598422,2.576489533,NHS Board,S08000020,NHS Grampian,0,0.989980473
6,1541,1605.591276,67319,0.959771034,2.289101145,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
6,278,317.4645521,10687,0.875688319,2.601291288,NHS Board,S08000022,NHS Highland,0,0.963161437
6,744,696.554665,24470,1.068114302,3.040457703,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
6,890,1008.10742,30422,0.882842425,2.92551443,NHS Board,S08000024,NHS Lothian,0,0.900998328
6,25,21.53660879,756,1.16081414,3.306878307,NHS Board,S08000025,NHS Orkney,0,1.2324513
6,18,20.37466226,881,0.883450227,2.043132804,NHS Board,S08000026,NHS Shetland,0,1.023247382
6,581,585.6702327,16629,0.992025832,3.493896205,NHS Board,S08000027,NHS Tayside,0,0.94549533
6,30,21.29469102,1074,1.408801845,2.793296089,NHS Board,S08000028,NHS Western Isles,0,1.248611539
6,32,34.09583964,3222,0.938530927,0.993171943,NHS Board,S08100001,National Facility,0,0.814846721
7,420,477.3970174,15916,0.879770892,2.638853983,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
7,122,135.5422545,4069,0.900088319,2.998279676,NHS Board,S08000016,NHS Borders,0,0.940718641
7,218,205.768075,6495,1.059445203,3.356428022,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
7,373,405.1978087,10962,0.920538048,3.402663747,NHS Board,S08000018,NHS Fife,0,0.961389479
7,265,265.5308102,8631,0.998000947,3.070327888,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
7,474,579.1136472,22442,0.818492195,2.11211122,NHS Board,S08000020,NHS Grampian,0,0.989980473
7,1523,1545.585384,66230,0.985387165,2.299562132,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
7,284,305.9889759,10639,0.928138013,2.669423818,NHS Board,S08000022,NHS Highland,0,0.963161437
7,655,682.8498418,24127,0.959215277,2.714800846,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
7,805,941.0096228,30799,0.855464153,2.613721225,NHS Board,S08000024,NHS Lothian,0,0.900998328
7,27,23.17223583,803,1.16518752,3.362391034,NHS Board,S08000025,NHS Orkney,0,1.2324513
7,25,19.48411595,868,1.28309645,2.880184332,NHS Board,S08000026,NHS Shetland,0,1.023247382
7,582,587.0813124,16354,0.991344789,3.558762382,NHS Board,S08000027,NHS Tayside,0,0.94549533
7,43,27.95420629,1011,1.538230045,4.253214639,NHS Board,S08000028,NHS Western Isles,0,1.248611539
7,15,32.15142673,3194,0.466542282,0.469630557,NHS Board,S08100001,National Facility,0,0.814846721
8,544,542.3350997,16853,1.003069874,3.227911944,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
8,147,152.4218326,4182,0.964428767,3.515064562,NHS Board,S08000016,NHS Borders,0,0.940718641
8,231,199.0540673,6632,1.160488721,3.483112183,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
8,455,442.3018473,11176,1.028709246,4.071224052,NHS Board,S08000018,NHS Fife,0,0.961389479
8,343,293.3816725,9201,1.169125518,3.727855668,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
8,612,620.474844,22951,0.986341358,2.666550477,NHS Board,S08000020,NHS Grampian,0,0.989980473
8,1722,1628.715674,68193,1.057274776,2.52518587,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
8,325,340.0261167,10572,0.955808934,3.074158154,NHS Board,S08000022,NHS Highland,0,0.963161437
8,832,742.9141325,25199,1.119914084,3.301718322,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
8,927,996.5335156,31497,0.930224609,2.943137442,NHS Board,S08000024,NHS Lothian,0,0.900998328
8,34,23.19982722,763,1.465528156,4.456094364,NHS Board,S08000025,NHS Orkney,0,1.2324513
8,20,25.09943986,1033,0.796830531,1.936108422,NHS Board,S08000026,NHS Shetland,0,1.023247382
8,615,609.1834326,16745,1.009548138,3.672738131,NHS Board,S08000027,NHS Tayside,0,0.94549533
8,37,28.37108019,997,1.304144917,3.7111334,NHS Board,S08000028,NHS Western Isles,0,1.248611539
8,33,34.84487551,3398,0.94705461,0.971159506,NHS Board,S08100001,National Facility,0,0.814846721
9,552,550.856181,16305,1.002076438,3.385464581,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
9,155,151.8471193,4069,1.02076352,3.809289752,NHS Board,S08000016,NHS Borders,0,0.940718641
9,246,218.1382782,6549,1.127725047,3.756298672,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
9,424,423.2448245,10872,1.001784252,3.899926416,NHS Board,S08000018,NHS Fife,0,0.961389479
9,313,287.6173266,8570,1.088251545,3.652275379,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
9,626,608.6190476,22791,1.028558016,2.746698258,NHS Board,S08000020,NHS Grampian,0,0.989980473
9,1686,1614.829211,66578,1.044073261,2.53236805,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
9,332,341.8196984,10445,0.971272286,3.178554332,NHS Board,S08000022,NHS Highland,0,0.963161437
9,807,774.2824398,24657,1.04225533,3.272904246,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
9,927,1018.05663,30437,0.910558384,3.045635247,NHS Board,S08000024,NHS Lothian,0,0.900998328
9,33,27.70871464,764,1.190961054,4.319371728,NHS Board,S08000025,NHS Orkney,0,1.2324513
9,20,28.97382978,932,0.690278094,2.145922747,NHS Board,S08000026,NHS Shetland,0,1.023247382
9,614,622.147666,17126,0.986903968,3.585192106,NHS Board,S08000027,NHS Tayside,0,0.94549533
9,31,28.72737764,1140,1.079109983,2.719298246,NHS Board,S08000028,NHS Western Isles,0,1.248611539
9,23,35.30376669,3368,0.651488557,0.682897862,NHS Board,S08100001,National Facility,0,0.814846721
10,486,555.1368705,16246,0.875459775,2.991505601,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
10,128,139.4844868,4384,0.917664774,2.919708029,NHS Board,S08000016,NHS Borders,0,0.940718641
10,210,193.8292991,6544,1.083427536,3.209046455,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
10,383,417.2305652,10933,0.917957676,3.503155584,NHS Board,S08000018,NHS Fife,0,0.961389479
10,327,288.5542248,8579,1.133235877,3.811633057,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
10,577,579.548895,22773,0.995601933,2.533702191,NHS Board,S08000020,NHS Grampian,0,0.989980473
10,1478,1528.356123,67804,0.967052101,2.1798124,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
10,289,311.838641,10829,0.92676135,2.668759812,NHS Board,S08000022,NHS Highland,0,0.963161437
10,713,752.7152737,24617,0.947237322,2.896372426,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
10,877,979.2168892,30651,0.895613637,2.861244331,NHS Board,S08000024,NHS Lothian,0,0.900998328
10,36,24.33816562,765,1.479158313,4.705882353,NHS Board,S08000025,NHS Orkney,0,1.2324513
10,25,20.33645176,916,1.229319662,2.729257642,NHS Board,S08000026,NHS Shetland,0,1.023247382
10,523,616.4326073,16793,0.848430135,3.114392902,NHS Board,S08000027,NHS Tayside,0,0.94549533
10,21,24.35401587,1128,0.862280788,1.861702128,NHS Board,S08000028,NHS Western Isles,0,1.248611539
10,25,33.99630749,3436,0.735373982,0.727590221,NHS Board,S08100001,National Facility,0,0.814846721
11,472,513.5180789,16400,0.919149723,2.87804878,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
11,127,142.024658,4413,0.894210919,2.877860866,NHS Board,S08000016,NHS Borders,0,0.940718641
11,191,192.2020575,6637,0.993745866,2.877806238,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
11,353,395.8728402,10734,0.891700476,3.288615614,NHS Board,S08000018,NHS Fife,0,0.961389479
11,281,280.1706644,8530,1.002960109,3.294255569,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
11,578,585.386878,21642,0.987381203,2.670732834,NHS Board,S08000020,NHS Grampian,0,0.989980473
11,1420,1547.756306,69239,0.917457092,2.050867286,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
11,307,333.3101668,10779,0.921064014,2.848130624,NHS Board,S08000022,NHS Highland,0,0.963161437
11,632,735.8464283,23914,0.858874863,2.642803379,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
11,797,950.2989824,30449,0.838683419,2.617491543,NHS Board,S08000024,NHS Lothian,0,0.900998328
11,23,18.67591351,764,1.231532797,3.010471204,NHS Board,S08000025,NHS Orkney,0,1.2324513
11,18,19.74633391,883,0.911561614,2.038505096,NHS Board,S08000026,NHS Shetland,0,1.023247382
11,496,586.2577545,16334,0.846044246,3.036610751,NHS Board,S08000027,NHS Tayside,0,0.94549533
11,22,25.20366102,1214,0.872889061,1.812191104,NHS Board,S08000028,NHS Western Isles,0,1.248611539
11,22,28.99955083,3319,0.75863244,0.662850256,NHS Board,S08100001,National Facility,0,0.814846721
12,528,522.7892906,16411,1.009967131,3.217354214,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
12,118,154.311843,4416,0.764685313,2.672101449,NHS Board,S08000016,NHS Borders,0,0.940718641
12,217,206.9444193,6668,1.048590731,3.25434913,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
12,391,421.1851271,10812,0.928332875,3.616352201,NHS Board,S08000018,NHS Fife,0,0.961389479
12,289,277.0162603,8396,1.043260059,3.442115293,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
12,624,582.8293965,21685,1.070639202,2.877565137,NHS Board,S08000020,NHS Grampian,0,0.989980473
12,1520,1652.207796,70758,0.919981133,2.148166992,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
12,307,327.3824626,10941,0.937741129,2.805959236,NHS Board,S08000022,NHS Highland,0,0.963161437
12,718,762.7260871,24743,0.941360224,2.901830821,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
12,886,1009.622528,30722,0.877555696,2.883926828,NHS Board,S08000024,NHS Lothian,0,0.900998328
12,27,23.13683435,830,1.166970364,3.253012048,NHS Board,S08000025,NHS Orkney,0,1.2324513
12,18,20.17508962,915,0.892189345,1.967213115,NHS Board,S08000026,NHS Shetland,0,1.023247382
12,539,599.8264599,16261,0.898593237,3.314679294,NHS Board,S08000027,NHS Tayside,0,0.94549533
12,32,30.26441345,1151,1.057347437,2.780191138,NHS Board,S08000028,NHS Western Isles,0,1.248611539
12,41,33.60600356,3678,1.220020105,1.11473627,NHS Board,S08100001,National Facility,0,0.814846721
13,499,542.3264886,16671,0.920109953,2.993221762,NHS Board,S08000015,NHS Ayrshire and Arran,1,0.93156738
13,123,147.1016041,4322,0.836156755,2.845904674,NHS Board,S08000016,NHS Borders,1,0.940416182
13,220,201.7543814,6934,1.090434807,3.172771849,NHS Board,S08000017,NHS Dumfries and Galloway,1,1.072841707
13,335,428.1878841,10820,0.782366836,3.096118299,NHS Board,S08000018,NHS Fife,1,0.958096548
13,294,291.5009754,8812,1.008572955,3.33635951,NHS Board,S08000019,NHS Forth Valley,1,1.063722167
13,589,589.1200865,21751,0.99979616,2.707921475,NHS Board,S08000020,NHS Grampian,1,0.988845263
13,1590,1655.302658,72030,0.960549415,2.207413578,NHS Board,S08000021,NHS Greater Glasgow and Clyde,1,0.971289875
13,296,336.1732548,10687,0.880498361,2.769720221,NHS Board,S08000022,NHS Highland,1,0.962716416
13,699,757.1548495,24894,0.923192925,2.807905519,NHS Board,S08000023,NHS Lanarkshire,1,0.992178196
13,918,1042.747914,31129,0.880366183,2.9490186,NHS Board,S08000024,NHS Lothian,1,0.896809285
13,28,25.35651839,881,1.104252547,3.178206583,NHS Board,S08000025,NHS Orkney,1,1.210851676
13,19,21.69710456,944,0.875692881,2.012711864,NHS Board,S08000026,NHS Shetland,1,1.023560308
13,558,597.554464,17046,0.933806094,3.273495248,NHS Board,S08000027,NHS Tayside,1,0.94193411
13,24,29.94985567,1143,0.801339421,2.099737533,NHS Board,S08000028,NHS Western Isles,1,1.22849491
13,22,31.2299998,4140,0.704450853,0.531400966,NHS Board,S08100001,National Facility,1,0.824626774
14,461,533.5805958,17016,0.863974447,2.709214857,NHS Board,S08000015,NHS Ayrshire and Arran,2,0.922822616
14,134,145.070989,4356,0.923685714,3.076216713,NHS Board,S08000016,NHS Borders,2,0.940113723
14,222,202.471713,6945,1.096449458,3.196544276,NHS Board,S08000017,NHS Dumfries and Galloway,2,1.061430158
14,334,405.3515448,10689,0.823976137,3.124707643,NHS Board,S08000018,NHS Fife,2,0.954803618
14,267,280.6295508,8907,0.951432232,2.997642304,NHS Board,S08000019,NHS Forth Valley,2,1.05526736
14,532,577.0694062,21579,0.921899505,2.465359841,NHS Board,S08000020,NHS Grampian,2,0.987710054
14,1466,1659.48558,71025,0.88340629,2.06406195,NHS Board,S08000021,NHS Greater Glasgow and Clyde,2,0.964476726
14,276,309.025293,10833,0.893130777,2.547770701,NHS Board,S08000022,NHS Highland,2,0.962271395
14,616,731.8005329,24646,0.841759431,2.499391382,NHS Board,S08000023,NHS Lanarkshire,2,0.978285711
14,818,1009.631548,30838,0.810196553,2.652571503,NHS Board,S08000024,NHS Lothian,2,0.892620242
14,30,24.59350511,814,1.219834256,3.685503686,NHS Board,S08000025,NHS Orkney,2,1.189252052
14,24,22.25622374,924,1.078350051,2.597402597,NHS Board,S08000026,NHS Shetland,2,1.023873233
14,512,602.3093773,16459,0.850061479,3.11076007,NHS Board,S08000027,NHS Tayside,2,0.938372891
14,31,26.31905488,1088,1.177853845,2.849264706,NHS Board,S08000028,NHS Western Isles,2,1.208378281
14,18,31.36692982,4026,0.573852784,0.44709389,NHS Board,S08100001,National Facility,2,0.834406827
15,480,542.5813845,16784,0.884659912,2.85986654,NHS Board,S08000015,NHS Ayrshire and Arran,3,0.914077851
15,164,152.201447,4242,1.077519322,3.866100896,NHS Board,S08000016,NHS Borders,3,0.939811264
15,199,209.0448375,6978,0.951948885,2.851820006,NHS Board,S08000017,NHS Dumfries and Galloway,3,1.050018609
15,360,437.0135896,10687,0.82377301,3.368578647,NHS Board,S08000018,NHS Fife,3,0.951510687
15,286,281.7356032,8841,1.015136166,3.234928176,NHS Board,S08000019,NHS Forth Valley,3,1.046812554
15,600,590.8475093,21815,1.015490445,2.7504011,NHS Board,S08000020,NHS Grampian,3,0.986574845
15,1441,1606.734066,69723,0.896850344,2.066749853,NHS Board,S08000021,NHS Greater Glasgow and Clyde,3,0.957663578
15,344,329.0022863,10359,1.045585439,3.320783859,NHS Board,S08000022,NHS Highland,3,0.961826375
15,672,755.4685244,24464,0.889514226,2.746893394,NHS Board,S08000023,NHS Lanarkshire,3,0.964393227
15,821,978.0489596,30330,0.83942628,2.706890867,NHS Board,S08000024,NHS Lothian,3,0.888431199
15,19,18.62229943,792,1.020282166,2.398989899,NHS Board,S08000025,NHS Orkney,3,1.167652428
15,18,19.9099454,889,0.904070786,2.024746907,NHS Board,S08000026,NHS Shetland,3,1.024186159
15,529,587.0661166,16174,0.90109101,3.27068134,NHS Board,S08000027,NHS Tayside,3,0.934811671
15,38,30.39542434,1184,1.250188172,3.209459459,NHS Board,S08000028,NHS Western Isles,3,1.188261652
15,24,31.68033335,4197,0.757567786,0.571837026,NHS Board,S08100001,National Facility,3,0.844186879
16,496,574.6959425,16901,0.863065081,2.934737589,NHS Board,S08000015,NHS Ayrshire and Arran,4,0.905333087
16,174,150.4104807,4419,1.156834279,3.93754243,NHS Board,S08000016,NHS Borders,4,0.939508805
16,261,230.5683416,7017,1.131985416,3.719538264,NHS Board,S08000017,NHS Dumfries and Galloway,4,1.03860706
16,421,489.4351394,10718,0.860175264,3.927971636,NHS Board,S08000018,NHS Fife,4,0.948217756
16,323,289.7565655,8807,1.114728839,3.667537186,NHS Board,S08000019,NHS Forth Valley,4,1.038357748
16,657,620.9061559,21880,1.058130917,3.00274223,NHS Board,S08000020,NHS Grampian,4,0.985439635
16,1605,1683.842661,71862,0.953176943,2.233447441,NHS Board,S08000021,NHS Greater Glasgow and Clyde,4,0.950850429
16,350,342.4072385,10091,1.022174652,3.468437221,NHS Board,S08000022,NHS Highland,4,0.961381354
16,757,830.8567458,24571,0.911107726,3.08086769,NHS Board,S08000023,NHS Lanarkshire,4,0.950500742
16,932,1024.883004,31825,0.90937209,2.928515318,NHS Board,S08000024,NHS Lothian,4,0.884242156
16,19,24.59130775,773,0.772630728,2.457956016,NHS Board,S08000025,NHS Orkney,4,1.146052804
16,28,20.03907591,922,1.39727002,3.036876356,NHS Board,S08000026,NHS Shetland,4,1.024499085
16,637,649.5148066,16624,0.980732069,3.831809432,NHS Board,S08000027,NHS Tayside,4,0.931250451
16,29,25.39463826,1142,1.141973345,2.539404553,NHS Board,S08000028,NHS Western Isles,4,1.168145023
16,26,31.16663259,4360,0.834225511,0.596330275,NHS Board,S08100001,National Facility,4,0.853966932
17,551,618.5609518,16037,0.890777212,3.435804702,NHS Board,S08000015,NHS Ayrshire and Arran,5,0.896588322
17,189,172.2168917,4358,1.097453323,4.336851767,NHS Board,S08000016,NHS Borders,5,0.939206347
17,264,231.4923272,7249,1.140426567,3.641881639,NHS Board,S08000017,NHS Dumfries and Galloway,5,1.027195511
17,445,484.8030332,10834,0.917898548,4.107439542,NHS Board,S08000018,NHS Fife,5,0.944924825
17,343,310.8424222,8901,1.103452989,3.853499607,NHS Board,S08000019,NHS Forth Valley,5,1.029902941
17,706,656.0397659,22919,1.076154277,3.080413631,NHS Board,S08000020,NHS Grampian,5,0.984304426
17,1816,1774.144204,71803,1.023592105,2.529142236,NHS Board,S08000021,NHS Greater Glasgow and Clyde,5,0.944037281
17,341,349.9182154,10707,0.974513429,3.184832353,NHS Board,S08000022,NHS Highland,5,0.960936333
17,770,863.8332408,25467,0.891375747,3.023520635,NHS Board,S08000023,NHS Lanarkshire,5,0.936608258
17,995,1096.474688,31461,0.907453689,3.162645815,NHS Board,S08000024,NHS Lothian,5,0.880053113
17,28,29.21985046,870,0.95825268,3.218390805,NHS Board,S08000025,NHS Orkney,5,1.12445318
17,13,17.74067364,871,0.73277939,1.492537313,NHS Board,S08000026,NHS Shetland,5,1.024812011
17,642,647.221914,16117,0.991931803,3.983371595,NHS Board,S08000027,NHS Tayside,5,0.927689231
17,37,28.81780194,1125,1.283928596,3.288888889,NHS Board,S08000028,NHS Western Isles,5,1.148028394
17,33,31.01759137,4507,1.063912398,0.732194364,NHS Board,S08100001,National Facility,5,0.863746984
18,533,599.5476514,15881,0.889003566,3.356211825,NHS Board,S08000015,NHS Ayrshire and Arran,6,0.887843558
18,138,150.3611293,4455,0.917790393,3.097643098,NHS Board,S08000016,NHS Borders,6,0.938903888
18,205,212.5312277,6994,0.964564136,2.931083786,NHS Board,S08000017,NHS Dumfries and Galloway,6,1.015783962
18,396,432.4960932,10653,0.915615207,3.717262743,NHS Board,S08000018,NHS Fife,6,0.941631895
18,304,312.0976171,8797,0.974054217,3.455723542,NHS Board,S08000019,NHS Forth Valley,6,1.021448135
18,603,602.2410902,22859,1.001260143,2.63791067,NHS Board,S08000020,NHS Grampian,6,0.983169217
18,1559,1674.364163,68967,0.931099718,2.260501399,NHS Board,S08000021,NHS Greater Glasgow and Clyde,6,0.937224132
18,361,360.8875505,10762,1.000311592,3.354395094,NHS Board,S08000022,NHS Highland,6,0.960491312
18,688,831.0577619,25098,0.827860627,2.741254283,NHS Board,S08000023,NHS Lanarkshire,6,0.922715774
18,851,1005.957661,30547,0.845960056,2.785870953,NHS Board,S08000024,NHS Lothian,6,0.87586407
18,19,24.87664578,825,0.763768563,2.303030303,NHS Board,S08000025,NHS Orkney,6,1.102853556
18,26,22.22197713,884,1.170012904,2.941176471,NHS Board,S08000026,NHS Shetland,6,1.025124937
18,551,616.9956044,15981,0.893037156,3.447844315,NHS Board,S08000027,NHS Tayside,6,0.924128012
18,30,26.97694175,1092,1.112060821,2.747252747,NHS Board,S08000028,NHS Western Isles,6,1.127911765
18,22,26.87280118,4295,0.818671632,0.512223516,NHS Board,S08100001,National Facility,6,0.873527037
19,452,548.5302672,16163,0.824020163,2.796510549,NHS Board,S08000015,NHS Ayrshire and Arran,7,0.879098793
19,138,145.2223015,4384,0.95026727,3.147810219,NHS Board,S08000016,NHS Borders,7,0.938601429
19,200,228.5220798,7154,0.875188954,2.795638803,NHS Board,S08000017,NHS Dumfries and Galloway,7,1.004372413
19,373,421.6612251,10670,0.884596396,3.495782568,NHS Board,S08000018,NHS Fife,7,0.938338964
19,282,313.4667241,8689,0.899617019,3.245482794,NHS Board,S08000019,NHS Forth Valley,7,1.012993328
19,582,604.0141393,22189,0.963553603,2.622921267,NHS Board,S08000020,NHS Grampian,7,0.982034007
19,1443,1619.302936,69426,0.891124179,2.078472042,NHS Board,S08000021,NHS Greater Glasgow and Clyde,7,0.930410984
19,313,345.8282114,10722,0.905073646,2.919231487,NHS Board,S08000022,NHS Highland,7,0.960046291
19,677,814.652017,25598,0.831029674,2.64473787,NHS Board,S08000023,NHS Lanarkshire,7,0.908823289
19,829,983.5366112,29844,0.842876605,2.777777778,NHS Board,S08000024,NHS Lothian,7,0.871675027
19,27,30.05263314,743,0.898423771,3.633916555,NHS Board,S08000025,NHS Orkney,7,1.081253932
19,19,21.42314533,913,0.886891244,2.081051479,NHS Board,S08000026,NHS Shetland,7,1.025437863
19,520,611.8509047,15829,0.84988025,3.285109609,NHS Board,S08000027,NHS Tayside,7,0.920566792
19,26,25.13036155,1193,1.034605091,2.179379715,NHS Board,S08000028,NHS Western Isles,7,1.107795136
19,24,29.82291974,4505,0.804750179,0.532741398,NHS Board,S08100001,National Facility,7,0.883307089
20,515,573.5306245,16691,0.897946819,3.085495177,NHS Board,S08000015,NHS Ayrshire and Arran,8,0.870354029
20,149,161.441684,4387,0.922933881,3.39639845,NHS Board,S08000016,NHS Borders,8,0.93829897
20,228,224.3231547,7065,1.016390841,3.227176221,NHS Board,S08000017,NHS Dumfries and Galloway,8,0.992960864
20,443,463.7266162,10887,0.955304234,4.069073207,NHS Board,S08000018,NHS Fife,8,0.935046033
20,308,319.4388674,8734,0.964190746,3.526448363,NHS Board,S08000019,NHS Forth Valley,8,1.004538522
20,609,599.0654364,22712,1.016583436,2.681401902,NHS Board,S08000020,NHS Grampian,8,0.980898798
20,1577,1748.634922,71174,0.901846337,2.215696743,NHS Board,S08000021,NHS Greater Glasgow and Clyde,8,0.923597836
20,354,360.4405169,10449,0.98213154,3.387884008,NHS Board,S08000022,NHS Highland,8,0.959601271
20,735,845.1612878,26363,0.869656491,2.787998331,NHS Board,S08000023,NHS Lanarkshire,8,0.894930805
20,899,1008.547342,30286,0.891381061,2.968368223,NHS Board,S08000024,NHS Lothian,8,0.867485984
20,31,28.90720624,782,1.072396957,3.964194373,NHS Board,S08000025,NHS Orkney,8,1.059654308
20,21,19.22107954,895,1.092550497,2.346368715,NHS Board,S08000026,NHS Shetland,8,1.025750789
20,630,659.835256,16482,0.95478378,3.822351656,NHS Board,S08000027,NHS Tayside,8,0.917005572
20,35,32.65093447,1182,1.071944818,2.96108291,NHS Board,S08000028,NHS Western Isles,8,1.087678507
20,29,29.51390844,4619,0.982587584,0.627841524,NHS Board,S08100001,National Facility,8,0.893087142
21,539,603.3000734,16795,0.893419417,3.209288479,NHS Board,S08000015,NHS Ayrshire and Arran,9,0.861609264
21,152,163.6628456,4564,0.928738587,3.330411919,NHS Board,S08000016,NHS Borders,9,0.937996511
21,221,231.1132176,6977,0.956241284,3.167550523,NHS Board,S08000017,NHS Dumfries and Galloway,9,0.981549315
