quarter,deaths,pred,pats,smr,crd_rate,location_type,location,location_name,quarter_reg,reg
22,348,428.3860188,13836,0.812351442,2.515177797,hospital,G107H,Glasgow Royal Infirmary / Stobhill,10,0.916086221
22,549,684.850566,17009,0.801634732,3.227702981,hospital,G405H,Queen Elizabeth University Hospital / Gartnavel,10,0.896028209
22,20,29.50255949,760,0.677907285,2.631578947,hospital,H103H,Caithness General Hospital,10,0.930500404
22,137,212.267091,7338,0.645413283,1.866993731,hospital,H202H,Raigmore Hospital,10,0.82352606
22,15,20.98047593,417,0.714950416,3.597122302,hospital,H212H,Belford Hospital,10,1.10532
22,242,289.5337499,8455,0.835826566,2.862211709,hospital,L106H,University Hospital Monklands,10,0.858156153
22,245,312.5008969,7671,0.78399775,3.193846956,hospital,L302H,University Hospital Hairmyres,10,0.842768108
22,238,304.489352,9951,0.781636528,2.391719425,hospital,L308H,University Hospital Wishaw,10,0.892368196
22,397,447.3198114,14237,0.887508199,2.788508815,hospital,N101H,Aberdeen Royal Infirmary,10,0.898862663
22,65,67.99971504,2922,0.955886359,2.224503765,hospital,N411H,Dr Gray's Hospital,10,1.045640993
22,22,23.72483703,793,0.927298256,2.774274905,hospital,R101H,Balfour Hospital,10,1.01645506
22,222,320.3708015,7071,0.692947044,3.139584217,hospital,S116H,Western General Hospital,10,0.712812209
22,136,191.8199313,7343,0.708998273,1.852104045,hospital,S308H,St John's Hospital,10,0.799826082
22,369,453.816424,11082,0.813104111,3.329723877,hospital,S314H,Royal Infirmary of Edinburgh at Little France,10,0.852364977
22,366,460.8789837,11750,0.794134714,3.114893617,hospital,T101H,Ninewells Hospital,10,0.865104135
22,117,135.2778288,2969,0.864886737,3.940720781,hospital,T202H,Perth Royal Infirmary,10,0.896530659
22,0,2.329441559,995,0,0,hospital,T312H,Stracathro Hospital,10,0.710343437
22,285,326.4616473,7926,0.872996881,3.595760787,hospital,V217H,Forth Valley Royal Hospital,10,0.975632324
22,29,25.62697185,1115,1.131620238,2.600896861,hospital,W107H,Western Isles Hospital,10,1.044816871
22,26,27.71305821,941,0.938185883,2.763018066,hospital,Z102H,Gilbert Bain Hospital,10,1.026376641
23,263,350.3636001,9723,0.750648754,2.704926463,hospital,A111H,University Hospital Crosshouse,11,0.81512754
23,182,227.5287873,6324,0.799898783,2.877925364,hospital,A210H,University Hospital Ayr,11,0.874271014
23,134,145.83239,3926,0.918863087,3.413143148,hospital,B120H,Borders General Hospital,11,0.937048551
23,28,24.95486934,530,1.12202551,5.283018868,hospital,C121H,Lorn & Islands Hospital,11,1.059993572
23,151,146.365383,4455,1.031664708,3.389450056,hospital,C313H,Inverclyde Royal Hospital,11,0.975471215
23,270,293.0543591,9576,0.921330776,2.819548872,hospital,C418H,Royal Alexandra Hospital / Vale of Leven,11,1.030144205
23,28,28.42091962,5034,0.985189796,0.55621772,hospital,D102H,Golden Jubilee National Hospital,11,0.9224273
23,376,416.0067277,8575,0.903831537,4.38483965,hospital,F704H,Victoria Hospital / Queen Margaret Hospital / Forth Park Hospital,11,0.900000613
23,375,436.8455735,13970,0.85842692,2.68432355,hospital,G107H,Glasgow Royal Infirmary / Stobhill,11,0.911166456
23,538,658.7093281,15705,0.816748719,3.425660618,hospital,G405H,Queen Elizabeth University Hospital / Gartnavel,11,0.896085349
23,24,34.2495047,788,0.700740061,3.045685279,hospital,H103H,Caithness General Hospital,11,0.924027145
23,161,211.4565097,6984,0.761385877,2.305269187,hospital,H202H,Raigmore Hospital,11,0.826986611
23,14,18.56259573,417,0.754204864,3.357314149,hospital,H212H,Belford Hospital,11,1.106232313
23,225,300.8269568,8153,0.747938291,2.759720348,hospital,L106H,University Hospital Monklands,11,0.848454432
23,204,277.929889,7178,0.733998062,2.842017275,hospital,L302H,University Hospital Hairmyres,11,0.833769405
23,246,307.5045324,10082,0.799988208,2.439992065,hospital,L308H,University Hospital Wishaw,11,0.873317703
23,372,440.7111189,13755,0.844090344,2.704471101,hospital,N101H,Aberdeen Royal Infirmary,11,0.897689084
23,89,79.71906374,2718,1.116420538,3.274466519,hospital,N411H,Dr Gray's Hospital,11,1.043856562
23,26,26.48883051,735,0.981545787,3.537414966,hospital,R101H,Balfour Hospital,11,0.994855436
23,222,307.0341992,6669,0.72304649,3.328834908,hospital,S116H,Western General Hospital,11,0.708025968
23,144,197.1213564,6966,0.730514454,2.067183463,hospital,S308H,St John's Hospital,11,0.793822498
23,361,424.3620409,10938,0.850688717,3.300420552,hospital,S314H,Royal Infirmary of Edinburgh at Little France,11,0.851511586
23,344,445.1843483,11563,0.772713599,2.975006486,hospital,T101H,Ninewells Hospital,11,0.859922794
23,137,149.2282922,2920,0.918056475,4.691780822,hospital,T202H,Perth Royal Infirmary,11,0.896939579
23,1,1.155974726,1030,0.865070817,0.097087379,hospital,T312H,Stracathro Hospital,11,0.718558547
23,302,310.9960087,8023,0.971073556,3.764177988,hospital,V217H,Forth Valley Royal Hospital,11,0.975866529
23,18,22.91957414,1038,0.785354906,1.734104046,hospital,W107H,Western Isles Hospital,11,1.026754879
23,20,20.64655556,867,0.96868458,2.306805075,hospital,Z102H,Gilbert Bain Hospital,11,1.026689566
24,316,377.2980583,10104,0.837534127,3.127474268,hospital,A111H,University Hospital Crosshouse,12,0.806543971
24,228,244.0481049,6379,0.934242042,3.574227935,hospital,A210H,University Hospital Ayr,12,0.865730221
24,155,166.4782046,4183,0.931052809,3.70547454,hospital,B120H,Borders General Hospital,12,0.937260656
24,36,29.41382521,550,1.223914256,6.545454545,hospital,C121H,Lorn & Islands Hospital,12,1.056950358
24,157,159.7687931,4429,0.982670001,3.544818243,hospital,C313H,Inverclyde Royal Hospital,12,0.96198529
24,335,315.4469463,10183,1.061985237,3.28979672,hospital,C418H,Royal Alexandra Hospital / Vale of Leven,12,1.025702289
24,28,27.30007948,4891,1.02563804,0.572480065,hospital,D102H,Golden Jubilee National Hospital,12,0.932207352
24,436,448.8575455,8584,0.971354953,5.079217148,hospital,F704H,Victoria Hospital / Queen Margaret Hospital / Forth Park Hospital,12,0.899456679
24,413,467.9908433,14067,0.882495899,2.935949385,hospital,G107H,Glasgow Royal Infirmary / Stobhill,12,0.90624669
24,651,728.6495128,15357,0.893433659,4.239109201,hospital,G405H,Queen Elizabeth University Hospital / Gartnavel,12,0.89614249
24,35,37.16322571,761,0.941791229,4.599211564,hospital,H103H,Caithness General Hospital,12,0.917553886
24,188,210.300244,6770,0.893959971,2.776957164,hospital,H202H,Raigmore Hospital,12,0.830447163
24,21,20.17544332,377,1.040869322,5.570291777,hospital,H212H,Belford Hospital,12,1.107144627
24,288,331.6731095,7943,0.868324841,3.625834068,hospital,L106H,University Hospital Monklands,12,0.838752711
24,260,301.8018501,7337,0.8614924,3.543682704,hospital,L302H,University Hospital Hairmyres,12,0.824770701
24,291,327.3606841,10598,0.888927761,2.745801095,hospital,L308H,University Hospital Wishaw,12,0.85426721
24,409,487.3261784,13653,0.839273608,2.995678605,hospital,N101H,Aberdeen Royal Infirmary,12,0.896515504
24,88,86.74015025,2827,1.014524413,3.112840467,hospital,N411H,Dr Gray's Hospital,12,1.042072132
24,24,23.34641908,710,1.027994911,3.38028169,hospital,R101H,Balfour Hospital,12,0.973255812
24,223,313.787971,6768,0.710670965,3.294917258,hospital,S116H,Western General Hospital,12,0.703239727
24,191,218.9493168,7419,0.872348006,2.574470953,hospital,S308H,St John's Hospital,12,0.787818914
24,391,469.8053215,10673,0.832259624,3.663449827,hospital,S314H,Royal Infirmary of Edinburgh at Little France,12,0.850658195
24,451,504.7030359,12449,0.893594783,3.622780946,hospital,T101H,Ninewells Hospital,12,0.854741454
24,134,159.7165722,2852,0.8389862,4.698457223,hospital,T202H,Perth Royal Infirmary,12,0.897348499
24,4,3.27450966,954,1.22155694,0.419287212,hospital,T312H,Stracathro Hospital,12,0.726773656
24,362,352.3635087,8370,1.027348153,4.324970131,hospital,V217H,Forth Valley Royal Hospital,12,0.976100734
24,32,25.3309256,1039,1.263277959,3.079884504,hospital,W107H,Western Isles Hospital,12,1.008692886
24,31,21.7470112,852,1.425483241,3.638497653,hospital,Z102H,Gilbert Bain Hospital,12,1.027002492
25,315,387.1451423,9984,0.813648334,3.155048077,hospital,A111H,University Hospital Crosshouse,13,0.797960401
25,217,266.7359608,6677,0.813538599,3.249962558,hospital,A210H,University Hospital Ayr,13,0.857189428
25,158,160.8065423,3923,0.982547089,4.027529952,hospital,B120H,Borders General Hospital,13,0.93747276
25,16,24.69884452,556,0.647803584,2.877697842,hospital,C121H,Lorn & Islands Hospital,13,1.053907144
25,144,148.4009095,4558,0.970344458,3.159280386,hospital,C313H,Inverclyde Royal Hospital,13,0.948499365
25,331,317.150387,10107,1.043668914,3.27495795,hospital,C418H,Royal Alexandra Hospital / Vale of Leven,13,1.021260373
25,26,27.94283516,5123,0.93047108,0.507515128,hospital,D102H,Golden Jubilee National Hospital,13,0.941987405
25,450,445.4308116,8571,1.010257908,5.250262513,hospital,F704H,Victoria Hospital / Queen Margaret Hospital / Forth Park Hospital,13,0.898912745
25,411,452.0972875,12589,0.909096364,3.264754945,hospital,G107H,Glasgow Royal Infirmary / Stobhill,13,0.901326924
25,701,736.5711964,15111,0.951707049,4.639004699,hospital,G405H,Queen Elizabeth University Hospital / Gartnavel,13,0.89619963
25,39,28.87071048,757,1.350850026,5.151915456,hospital,H103H,Caithness General Hospital,13,0.911080627
25,182,221.7098594,6793,0.820892677,2.679228618,hospital,H202H,Raigmore Hospital,13,0.833907714
25,24,26.51376965,396,0.905190032,6.060606061,hospital,H212H,Belford Hospital,13,1.10805694
25,286,328.7712028,8105,0.869905872,3.528685996,hospital,L106H,University Hospital Monklands,13,0.82905099
25,278,315.3955316,7612,0.881432906,3.652128219,hospital,L302H,University Hospital Hairmyres,13,0.815771998
25,297,340.1885121,10318,0.873045354,2.878464819,hospital,L308H,University Hospital Wishaw,13,0.835216717
25,454,491.9753996,13153,0.922810369,3.451684026,hospital,N101H,Aberdeen Royal Infirmary,13,0.895341925
25,93,92.47154615,2893,1.005714772,3.214656066,hospital,N411H,Dr Gray's Hospital,13,1.040287701
25,38,32.63040304,721,1.164558095,5.270457698,hospital,R101H,Balfour Hospital,13,0.951656188
25,246,331.1465647,6830,0.742873477,3.601756955,hospital,S116H,Western General Hospital,13,0.698453486
25,165,200.512216,7173,0.822892506,2.300292765,hospital,S308H,St John's Hospital,13,0.78181533
25,399,476.853384,11013,0.836735176,3.622991011,hospital,S314H,Royal Infirmary of Edinburgh at Little France,13,0.849804804
25,392,474.4786423,12023,0.826169958,3.260417533,hospital,T101H,Ninewells Hospital,13,0.849560114
25,143,158.3086715,2895,0.903298592,4.93955095,hospital,T202H,Perth Royal Infirmary,13,0.897757419
25,1,3.135915108,1129,0.318886183,0.088573959,hospital,T312H,Stracathro Hospital,13,0.734988766
25,301,345.7993155,8670,0.870447067,3.471741638,hospital,V217H,Forth Valley Royal Hospital,13,0.97633494
25,22,21.43705569,1065,1.026260337,2.0657277,hospital,W107H,Western Isles Hospital,13,0.990630893
25,19,18.40100999,895,1.032552018,2.122905028,hospital,Z102H,Gilbert Bain Hospital,13,1.027315418
26,265,356.4754998,9824,0.743389097,2.69747557,hospital,A111H,University Hospital Crosshouse,14,0.789376832
26,178,233.3722288,6371,0.76273,2.793909904,hospital,A210H,University Hospital Ayr,14,0.848648635
26,147,163.9113501,4043,0.896826241,3.635913925,hospital,B120H,Borders General Hospital,14,0.937684865
26,17,23.54459724,511,0.722034012,3.326810176,hospital,C121H,Lorn & Islands Hospital,14,1.05086393
26,142,146.6086802,4466,0.968564752,3.179579042,hospital,C313H,Inverclyde Royal Hospital,14,0.93501344
26,298,290.0697631,9087,1.027339068,3.279410146,hospital,C418H,Royal Alexandra Hospital / Vale of Leven,14,1.016818456
26,28,25.51283309,5000,1.097486896,0.56,hospital,D102H,Golden Jubilee National Hospital,14,0.951767458
26,393,441.6851665,9258,0.889774051,4.244977317,hospital,F704H,Victoria Hospital / Queen Margaret Hospital / Forth Park Hospital,14,0.89836881
26,415,448.3210465,12184,0.925675926,3.406106369,hospital,G107H,Glasgow Royal Infirmary / Stobhill,14,0.896407158
26,576,717.2363917,14956,0.803082508,3.851297138,hospital,G405H,Queen Elizabeth University Hospital / Gartnavel,14,0.896256771
26,29,32.49000032,746,0.892582324,3.887399464,hospital,H103H,Caithness General Hospital,14,0.904607368
26,161,220.0148099,6796,0.731768921,2.369040612,hospital,H202H,Raigmore Hospital,14,0.837368265
26,21,20.3693274,363,1.030961876,5.785123967,hospital,H212H,Belford Hospital,14,1.108969253
26,228,297.8188519,7879,0.765566043,2.893768245,hospital,L106H,University Hospital Monklands,14,0.819349269
26,257,302.3228294,7467,0.850084661,3.441810633,hospital,L302H,University Hospital Hairmyres,14,0.806773294
26,250,323.4027463,10613,0.773029923,2.355601621,hospital,L308H,University Hospital Wishaw,14,0.816166224
26,395,461.9800476,12995,0.855015281,3.039630627,hospital,N101H,Aberdeen Royal Infirmary,14,0.894168345
26,79,84.41868902,3012,0.935811737,2.622841965,hospital,N411H,Dr Gray's Hospital,14,1.038503271
26,33,28.27975176,708,1.166912647,4.661016949,hospital,R101H,Balfour Hospital,14,0.930056564
26,202,323.8569082,7013,0.623732256,2.880365036,hospital,S116H,Western General Hospital,14,0.693667244
26,130,203.7842702,7138,0.637929512,1.821238442,hospital,S308H,St John's Hospital,14,0.775811747
26,375,465.2999406,10943,0.80593176,3.426848213,hospital,S314H,Royal Infirmary of Edinburgh at Little France,14,0.848951413
26,384,461.2722365,12103,0.832480192,3.172767083,hospital,T101H,Ninewells Hospital,14,0.844378774
26,126,135.3211106,2620,0.931118578,4.809160305,hospital,T202H,Perth Royal Infirmary,14,0.898166339
26,2,3.036618137,905,0.65862743,0.220994475,hospital,T312H,Stracathro Hospital,14,0.743203875
26,297,331.2819576,8490,0.896517281,3.498233216,hospital,V217H,Forth Valley Royal Hospital,14,0.976569145
26,20,21.59868484,1035,0.925982306,1.93236715,hospital,W107H,Western Isles Hospital,14,0.9725689
26,15,16.04167328,927,0.935064549,1.618122977,hospital,Z102H,Gilbert Bain Hospital,14,1.027628344
27,256,372.7535792,9595,0.686780796,2.668056279,hospital,A111H,University Hospital Crosshouse,15,0.780793263
27,191,240.9934843,6656,0.792552548,2.869591346,hospital,A210H,University Hospital Ayr,15,0.840107842
27,123,144.6621713,3858,0.850256836,3.188180404,hospital,B120H,Borders General Hospital,15,0.93789697
27,19,22.2539369,538,0.853781517,3.531598513,hospital,C121H,Lorn & Islands Hospital,15,1.047820716
27,119,154.7588759,4574,0.768938126,2.601661565,hospital,C313H,Inverclyde Royal Hospital,15,0.921527515
27,287,286.2350455,8306,1.00267247,3.455333494,hospital,C418H,Royal Alexandra Hospital / Vale of Leven,15,1.01237654
27,22,25.00763354,5213,0.879731381,0.422021868,hospital,D102H,Golden Jubilee National Hospital,15,0.96154751
27,357,425.6439552,9283,0.838729167,3.845739524,hospital,F704H,Victoria Hospital / Queen Margaret Hospital / Forth Park Hospital,15,0.897824876
27,360,409.5878648,12308,0.87893229,2.924926877,hospital,G107H,Glasgow Royal Infirmary / Stobhill,15,0.891487392
27,592,719.6981693,15031,0.82256705,3.938527044,hospital,G405H,Queen Elizabeth University Hospital / Gartnavel,15,0.896313911
27,36,30.5790588,757,1.177276261,4.755614267,hospital,H103H,Caithness General Hospital,15,0.898134108
27,206,210.086356,7292,0.980549161,2.825013714,hospital,H202H,Raigmore Hospital,15,0.840828817
27,27,19.85575752,411,1.359807097,6.569343066,hospital,H212H,Belford Hospital,15,1.109881567
27,221,301.7394956,7456,0.732419863,2.964055794,hospital,L106H,University Hospital Monklands,15,0.809647547
27,260,296.4004335,7290,0.8771917,3.566529492,hospital,L302H,University Hospital Hairmyres,15,0.797774591
27,234,336.2579625,10598,0.695894302,2.207963767,hospital,L308H,University Hospital Wishaw,15,0.79711573
27,385,442.8927649,12831,0.869284916,3.000545554,hospital,N101H,Aberdeen Royal Infirmary,15,0.892994766
27,84,90.39534537,2922,0.929251386,2.874743326,hospital,N411H,Dr Gray's Hospital,15,1.03671884
27,18,22.62015018,667,0.795750685,2.698650675,hospital,R101H,Balfour Hospital,15,0.90845694
27,231,347.4491102,6842,0.664845565,3.376205788,hospital,S116H,Western General Hospital,15,0.688881003
27,152,197.6565088,6782,0.769010851,2.241226777,hospital,S308H,St John's Hospital,15,0.769808163
27,367,447.5482817,11169,0.820023258,3.285880562,hospital,S314H,Royal Infirmary of Edinburgh at Little France,15,0.848098022
27,382,461.8524846,11719,0.827103919,3.259663794,hospital,T101H,Ninewells Hospital,15,0.839197434
27,111,129.7823077,2595,0.855278365,4.277456647,hospital,T202H,Perth Royal Infirmary,15,0.898575259
27,2,2.228367459,963,0.897518043,0.20768432,hospital,T312H,Stracathro Hospital,15,0.751418985
27,294,315.777188,8083,0.931036222,3.637263392,hospital,V217H,Forth Valley Royal Hospital,15,0.97680335
27,19,23.17936579,1000,0.819694558,1.9,hospital,W107H,Western Isles Hospital,15,0.954506907
27,13,18.94772264,916,0.686098285,1.419213974,hospital,Z102H,Gilbert Bain Hospital,15,1.02794127
28,321,399.919878,10305,0.802660777,3.114992722,hospital,A111H,University Hospital Crosshouse,16,0.772209694
28,259,260.1834287,6786,0.99545156,3.816681403,hospital,A210H,University Hospital Ayr,16,0.831567049
28,166,188.8272361,4021,0.879110469,4.128326287,hospital,B120H,Borders General Hospital,16,0.938109074
28,34,30.24207764,507,1.124261382,6.706114398,hospital,C121H,Lorn & Islands Hospital,16,1.044777502
28,195,191.8010417,4700,1.016678524,4.14893617,hospital,C313H,Inverclyde Royal Hospital,16,0.90804159
28,354,318.2458519,8317,1.11234757,4.256342431,hospital,C418H,Royal Alexandra Hospital / Vale of Leven,16,1.007934624
28,30,29.47507676,5272,1.017809054,0.569044006,hospital,D102H,Golden Jubilee National Hospital,16,0.971327563
28,439,488.3179178,9684,0.899004489,4.533250723,hospital,F704H,Victoria Hospital / Queen Margaret Hospital / Forth Park Hospital,16,0.897280942
28,484,474.9031303,12800,1.019155211,3.78125,hospital,G107H,Glasgow Royal Infirmary / Stobhill,16,0.886567627
28,714,763.0670017,15595,0.93569765,4.57839051,hospital,G405H,Queen Elizabeth University Hospital / Gartnavel,16,0.896371052
28,25,36.1791451,819,0.691005825,3.052503053,hospital,H103H,Caithness General Hospital,16,0.891660849
28,177,224.1930159,7311,0.789498278,2.421009438,hospital,H202H,Raigmore Hospital,16,0.844289368
28,15,21.55235647,369,0.69597958,4.06504065,hospital,H212H,Belford Hospital,16,1.11079388
28,321,349.6375694,8023,0.918093558,4.000997133,hospital,L106H,University Hospital Monklands,16,0.799945826
28,275,339.9993997,7301,0.808824958,3.766607314,hospital,L302H,University Hospital Hairmyres,16,0.788775887
28,333,374.5865857,11036,0.888980045,3.017397608,hospital,L308H,University Hospital Wishaw,16,0.778065237
28,491,525.6128102,12823,0.934147704,3.829057163,hospital,N101H,Aberdeen Royal Infirmary,16,0.891821186
28,85,91.6545765,2907,0.927395044,2.923976608,hospital,N411H,Dr Gray's Hospital,16,1.03493441
28,42,36.29536776,778,1.15717246,5.398457584,hospital,R101H,Balfour Hospital,16,0.886857316
28,249,361.2991123,7042,0.689179662,3.535927293,hospital,S116H,Western General Hospital,16,0.684094762
28,170,209.0143278,6994,0.813341371,2.430654847,hospital,S308H,St John's Hospital,16,0.763804579
28,459,514.021071,11249,0.892959503,4.080362699,hospital,S314H,Royal Infirmary of Edinburgh at Little France,16,0.847244632
28,481,526.9783667,11947,0.912750941,4.026115343,hospital,T101H,Ninewells Hospital,16,0.834016093
28,135,148.4934975,2496,0.909130718,5.408653846,hospital,T202H,Perth Royal Infirmary,16,0.898984179
28,4,3.283662369,976,1.218152036,0.409836066,hospital,T312H,Stracathro Hospital,16,0.759634094
28,394,381.2355278,8540,1.033481854,4.613583138,hospital,V217H,Forth Valley Royal Hospital,16,0.977037556
28,41,34.8565146,1079,1.176250709,3.799814643,hospital,W107H,Western Isles Hospital,16,0.936444915
28,62,89.41282011,1590,0.693412868,3.899371069,hospital,Y146H,Dumfries & Galloway Royal Infirmary,16,0.693412868
28,20,20.40504052,900,0.980149977,2.222222222,hospital,Z102H,Gilbert Bain Hospital,16,1.028254196
29,318,366.7619502,9710,0.867047413,3.274974253,hospital,A111H,University Hospital Crosshouse,17,0.763626124
29,267,272.9327001,6749,0.978263139,3.956141651,hospital,A210H,University Hospital Ayr,17,0.823026256
29,184,185.439712,3741,0.992236226,4.918470997,hospital,B120H,Borders General Hospital,17,0.938321179
29,32,25.9184911,508,1.234639774,6.299212598,hospital,C121H,Lorn & Islands Hospital,17,1.041734288
29,155,184.4903566,4522,0.840152314,3.427686864,hospital,C313H,Inverclyde Royal Hospital,17,0.894555665
29,313,312.1210097,7650,1.002816184,4.091503268,hospital,C418H,Royal Alexandra Hospital / Vale of Leven,17,1.003492707
29,28,29.49773989,5189,0.949225266,0.539603006,hospital,D102H,Golden Jubilee National Hospital,17,0.981107615
29,445,500.5300983,9376,0.889057424,4.74616041,hospital,F704H,Victoria Hospital / Queen Margaret Hospital / Forth Park Hospital,17,0.896737007
29,450,496.6634291,12467,0.906046175,3.609529157,hospital,G107H,Glasgow Royal Infirmary / Stobhill,17,0.881647861
29,671,723.912352,15113,0.926907792,4.439886191,hospital,G405H,Queen Elizabeth University Hospital / Gartnavel,17,0.896428193
29,27,38.73327234,797,0.697075108,3.38770389,hospital,H103H,Caithness General Hospital,17,0.88518759
29,219,233.8731801,6936,0.936404935,3.157439446,hospital,H202H,Raigmore Hospital,17,0.84774992
29,30,23.67383854,380,1.267221619,7.894736842,hospital,H212H,Belford Hospital,17,1.111706194
29,304,332.1076115,8222,0.915365952,3.697397227,hospital,L106H,University Hospital Monklands,17,0.790244105
29,255,312.6521845,7537,0.815602809,3.383309009,hospital,L302H,University Hospital Hairmyres,17,0.779777184
29,319,364.3838998,10231,0.875450315,3.117974783,hospital,L308H,University Hospital Wishaw,17,0.759014744
29,540,568.1916724,13007,0.950383517,4.151610671,hospital,N101H,Aberdeen Royal Infirmary,17,0.890647607
29,93,89.95413503,2872,1.0338602,3.23816156,hospital,N411H,Dr Gray's Hospital,17,1.033149979
29,24,32.53292658,810,0.737714141,2.962962963,hospital,R101H,Balfour Hospital,17,0.865257692
29,252,342.6701448,6804,0.735401096,3.703703704,hospital,S116H,Western General Hospital,17,0.679308521
29,178,222.3582864,6876,0.800509857,2.588714369,hospital,S308H,St John's Hospital,17,0.757800995
29,439,486.228412,10819,0.902867848,4.05767631,hospital,S314H,Royal Infirmary of Edinburgh at Little France,17,0.846391241
29,433,489.8678563,11291,0.883911844,3.834912762,hospital,T101H,Ninewells Hospital,17,0.828834753
29,146,158.4216734,2550,0.921591073,5.725490196,hospital,T202H,Perth Royal Infirmary,17,0.899393099
29,1,2.57100452,1137,0.388953031,0.087950748,hospital,T312H,Stracathro Hospital,17,0.767849203
29,392,374.2240385,8082,1.047500854,4.850284583,hospital,V217H,Forth Valley Royal Hospital,17,0.977271761
29,30,35.94617232,1071,0.83458121,2.801120448,hospital,W107H,Western Isles Hospital,17,0.918382922
29,240,255.4776722,5948,0.939416732,4.034969738,hospital,Y146H,Dumfries & Galloway Royal Infirmary,17,0.939416732
29,29,23.22179021,845,1.24882706,3.431952663,hospital,Z102H,Gilbert Bain Hospital,17,1.028567122
1,572,497.9483746,17601,1.148713459,3.249815351,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
1,135,138.2983302,4063,0.976150615,3.322667979,NHS Board,S08000016,NHS Borders,0,0.940718641
1,237,215.2142346,6814,1.101228273,3.478133255,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
1,454,377.8022451,10988,1.201686877,4.131780124,NHS Board,S08000018,NHS Fife,0,0.961389479
1,301,247.4842332,8501,1.216239096,3.540759911,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
1,673,623.2040945,22337,1.079903046,3.012938174,NHS Board,S08000020,NHS Grampian,0,0.989980473
1,1826,1659.06319,68860,1.100621128,2.651757188,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
1,359,329.4542525,11277,1.089680881,3.183470781,NHS Board,S08000022,NHS Highland,0,0.963161437
1,739,595.8272357,22208,1.240292413,3.327629683,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
1,991,977.0217801,31186,1.014306969,3.177707946,NHS Board,S08000024,NHS Lothian,0,0.900998328
1,27,22.9516252,723,1.176387283,3.734439834,NHS Board,S08000025,NHS Orkney,0,1.2324513
1,22,20.63899606,868,1.065943321,2.534562212,NHS Board,S08000026,NHS Shetland,0,1.023247382
1,587,584.0658822,16986,1.005023608,3.455787119,NHS Board,S08000027,NHS Tayside,0,0.94549533
1,26,16.86493972,1190,1.541659824,2.18487395,NHS Board,S08000028,NHS Western Isles,0,1.248611539
1,24,31.19080756,3381,0.769457474,0.709849157,NHS Board,S08100001,National Facility,0,0.814846721
2,435,459.6028113,17010,0.946469406,2.557319224,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
2,126,135.9932927,4082,0.926516283,3.086722195,NHS Board,S08000016,NHS Borders,0,0.940718641
2,209,196.5029489,6547,1.06359727,3.192301818,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
2,390,386.9794907,10677,1.007805347,3.652711436,NHS Board,S08000018,NHS Fife,0,0.961389479
2,277,246.0375453,8100,1.12584443,3.419753086,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
2,541,568.9509678,21880,0.9508728,2.472577697,NHS Board,S08000020,NHS Grampian,0,0.989980473
2,1552,1545.477393,65515,1.004220448,2.368923147,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
2,312,297.5628194,10707,1.048518093,2.913981507,NHS Board,S08000022,NHS Highland,0,0.963161437
2,659,604.8511774,22173,1.089524208,2.972083164,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
2,863,933.6537428,29936,0.92432554,2.882816676,NHS Board,S08000024,NHS Lothian,0,0.900998328
2,30,19.80638329,777,1.514663205,3.861003861,NHS Board,S08000025,NHS Orkney,0,1.2324513
2,26,21.49204117,976,1.209750149,2.663934426,NHS Board,S08000026,NHS Shetland,0,1.023247382
2,548,553.1242864,16140,0.990735741,3.395291202,NHS Board,S08000027,NHS Tayside,0,0.94549533
2,40,21.84141143,1179,1.831383476,3.392705683,NHS Board,S08000028,NHS Western Isles,0,1.248611539
2,23,27.92095949,2982,0.823753926,0.771294433,NHS Board,S08100001,National Facility,0,0.814846721
3,437,464.0415713,17382,0.941725973,2.514095041,NHS Board,S08000015,NHS Ayrshire and Arran,0,0.940312144
3,116,132.1106588,4003,0.878051787,2.89782663,NHS Board,S08000016,NHS Borders,0,0.940718641
3,203,188.1378636,6360,1.078995988,3.191823899,NHS Board,S08000017,NHS Dumfries and Galloway,0,1.084253256
3,370,363.5569753,10621,1.017722187,3.483664438,NHS Board,S08000018,NHS Fife,0,0.961389479
3,286,244.7004893,7815,1.168775759,3.659628919,NHS Board,S08000019,NHS Forth Valley,0,1.072176973
3,559,572.7526328,22410,0.97598853,2.494422133,NHS Board,S08000020,NHS Grampian,0,0.989980473
3,1479,1540.986378,67002,0.95977487,2.207396794,NHS Board,S08000021,NHS Greater Glasgow and Clyde,0,0.978103023
3,324,307.0597792,10631,1.05516913,3.047690716,NHS Board,S08000022,NHS Highland,0,0.963161437
3,685,618.6808075,23048,1.107194521,2.972058313,NHS Board,S08000023,NHS Lanarkshire,0,1.00607068
3,858,920.5773169,29793,0.932023834,2.879871111,NHS Board,S08000024,NHS Lothian,0,0.900998328
3,27,17.88416652,738,1.50971531,3.658536585,NHS Board,S08000025,NHS Orkney,0,1.2324513
