HB2014,quarter,deaths,pats,crd_rate,label
Scotland,33,5875,87724,6.6971410332406185,Non-Elective/Non-Surgical
Scotland,33,115,85490,0.1345186571528834,Elective/Surgical
Scotland,33,837,33204,2.5207806288398986,Non-Elective/Surgical
Scotland,34,348,31753,1.0959594369035996,Elective/Non-Surgical
Scotland,34,4912,83576,5.8772853450751414,Non-Elective/Non-Surgical
Scotland,34,101,86200,0.11716937354988399,Elective/Surgical
Scotland,34,765,34223,2.2353388072349003,Non-Elective/Surgical
Scotland,35,344,31110,1.1057537769206043,Elective/Non-Surgical
Scotland,35,4920,81999,6.000073171624044,Non-Elective/Non-Surgical
Scotland,35,125,81515,0.15334600993682143,Elective/Surgical
Scotland,35,768,34541,2.223444602067109,Non-Elective/Surgical
Scotland,36,337,31132,1.0824874726969036,Elective/Non-Surgical
Scotland,36,5807,86124,6.742603687706099,Non-Elective/Non-Surgical
Scotland,36,116,80827,0.14351639922303192,Elective/Surgical
Scotland,36,847,32862,2.577445073336985,Non-Elective/Surgical
Scotland,37,360,32545,1.1061607005684437,Elective/Non-Surgical
Scotland,37,5774,83616,6.905376961347111,Non-Elective/Non-Surgical
Scotland,37,125,82220,0.15203113597664802,Elective/Surgical
Scotland,37,861,32510,2.6484158720393722,Non-Elective/Surgical
Scotland,38,326,31702,1.0283262885622357,Elective/Non-Surgical
Scotland,38,5100,82774,6.161355014859739,Non-Elective/Non-Surgical
Scotland,38,104,78449,0.13257020484646076,Elective/Surgical
Scotland,38,807,33993,2.3740181802135734,Non-Elective/Surgical
Scotland,39,270,31539,0.8560829449253305,Elective/Non-Surgical
Scotland,39,5026,82717,6.0761391249682655,Non-Elective/Non-Surgical
Scotland,39,111,76126,0.14581089246775084,Elective/Surgical
Scotland,39,765,34178,2.2382819357481423,Non-Elective/Surgical
Scotland,40,297,30809,0.9640040247979487,Elective/Non-Surgical
Scotland,40,6256,89984,6.952347083926032,Non-Elective/Non-Surgical
Scotland,40,107,76856,0.13922140106172584,Elective/Surgical
Scotland,40,935,33070,2.8273359540368914,Non-Elective/Surgical
Scotland,41,232,30667,0.7565135161574331,Elective/Non-Surgical
Scotland,41,6233,86421,7.212367364413742,Non-Elective/Non-Surgical
Scotland,41,125,75780,0.1649511744523621,Elective/Surgical
Scotland,41,829,32191,2.575253952968221,Non-Elective/Surgical
Scotland,1,2024,61189,3.3077840788376993,1 - Most Deprived
Scotland,1,1823,52512,3.4715874466788548,2
Scotland,1,1447,42434,3.4100014139605035,3
Scotland,1,1228,35977,3.4132918253328515,4
Scotland,1,1018,30651,3.321261949039183,5 - Least Deprived
Scotland,1,20,1041,1.921229586935639,Unknown
Scotland,2,1697,60892,2.786901399198581,1 - Most Deprived
Scotland,2,1494,52239,2.8599322345374145,2
Scotland,2,1161,42456,2.7345958168456757,3
Scotland,2,993,35410,2.8042925727195707,4
Scotland,2,856,30430,2.8130134735458427,5 - Least Deprived
Scotland,2,37,1060,3.490566037735849,Unknown
Scotland,3,1696,59793,2.8364524275416856,1 - Most Deprived
Scotland,3,1474,51890,2.840624397764502,2
Scotland,3,1181,42046,2.8088284260096086,3
Scotland,3,952,35216,2.7033166742389825,4
Scotland,3,838,29851,2.807276138152826,5 - Least Deprived
Scotland,3,25,1073,2.3299161230195713,Unknown
Scotland,4,2037,61499,3.3122489796582055,1 - Most Deprived
Scotland,4,1764,52691,3.347820310869029,2
Scotland,4,1323,42366,3.1227871406316385,3
Scotland,4,1139,35940,3.1691708402893712,4
Scotland,4,959,30452,3.1492184421384475,5 - Least Deprived
Scotland,4,35,1078,3.2467532467532463,Unknown
Scotland,5,1849,63046,2.932779240554516,1 - Most Deprived
Scotland,5,1688,53420,3.159865219019094,2
Scotland,5,1267,43751,2.895933807227263,3
Scotland,5,1098,36824,2.981751031935694,4
Scotland,5,910,31485,2.8902652056534857,5 - Least Deprived
Scotland,5,45,1141,3.943908851884312,Unknown
Scotland,6,1726,62825,2.747313967369678,1 - Most Deprived
Scotland,6,1388,52275,2.655188904830225,2
Scotland,6,1244,42409,2.933339621306798,3
Scotland,6,975,35292,2.762665759945597,4
Scotland,6,799,30313,2.6358328110051796,5 - Least Deprived
Scotland,6,31,1062,2.919020715630885,Unknown
Scotland,7,1665,61320,2.7152641878669272,1 - Most Deprived
Scotland,7,1447,52066,2.7791649060807435,2
Scotland,7,1136,42317,2.6845003190207244,3
Scotland,7,922,35230,2.617087709338632,4
Scotland,7,827,30389,2.7213794465102503,5 - Least Deprived
Scotland,7,35,1026,3.41130604288499,Unknown
Scotland,8,1893,62407,3.0333135705930427,1 - Most Deprived
Scotland,8,1669,52736,3.1648209951456314,2
Scotland,8,1261,42516,2.9659422335120893,3
Scotland,8,1116,35689,3.1270139258595084,4
Scotland,8,934,30845,3.0280434430215593,5 - Least Deprived
Scotland,8,22,1134,1.9400352733686066,Unknown
Scotland,9,1891,61851,3.0573474964026452,1 - Most Deprived
Scotland,9,1581,52290,3.023522662076879,2
Scotland,9,1252,42297,2.960020805258056,3
Scotland,9,1107,36336,3.0465653896961693,4
Scotland,9,1001,31963,3.1317460814066265,5 - Least Deprived
Scotland,9,11,401,2.7431421446384037,Unknown
Scotland,10,1675,61918,2.705190736134888,1 - Most Deprived
Scotland,10,1499,51864,2.890251426808576,2
Scotland,10,1130,42058,2.6867658947168196,3
Scotland,10,954,36329,2.6260012662060612,4
Scotland,10,914,31880,2.867001254705144,5 - Least Deprived
Scotland,10,13,412,3.1553398058252426,Unknown
Scotland,11,1701,61437,2.768689877435422,1 - Most Deprived
Scotland,11,1367,51516,2.6535445298548024,2
Scotland,11,1130,41723,2.7083383265824605,3
Scotland,11,995,36004,2.7635818242417507,4
Scotland,11,893,31478,2.8369019632759387,5 - Least Deprived
Scotland,11,8,426,1.8779342723004695,Unknown
Scotland,12,1844,60356,3.055205779044337,1 - Most Deprived
Scotland,12,1665,51064,3.260614131286229,2
Scotland,12,1234,40889,3.0179265817212455,3
Scotland,12,1154,35086,3.289061163997036,4
Scotland,12,963,30204,3.188319427890346,5 - Least Deprived
Scotland,12,15,402,3.731343283582089,Unknown
Scotland,13,1813,63178,2.8696698217734022,1 - Most Deprived
Scotland,13,1501,52629,2.8520397499477474,2
Scotland,13,1271,42313,3.00380497719377,3
Scotland,13,1079,36414,2.9631460427308176,4
Scotland,13,923,31678,2.9136940463413095,5 - Least Deprived
Scotland,13,12,442,2.7149321266968327,Unknown
Scotland,14,1721,60734,2.8336681265847794,1 - Most Deprived
Scotland,14,1459,51200,2.849609375,2
Scotland,14,1217,41355,2.9428122355217026,3
Scotland,14,946,35933,2.632677483093535,4
Scotland,14,843,31224,2.699846272098386,5 - Least Deprived
Scotland,14,7,407,1.71990171990172,Unknown
Scotland,15,1670,61883,2.6986409837919947,1 - Most Deprived
Scotland,15,1384,52047,2.659135012584779,2
Scotland,15,1138,41694,2.7294095073631697,3
Scotland,15,974,36065,2.7006793289893247,4
Scotland,15,891,31551,2.8239992393268043,5 - Least Deprived
Scotland,15,8,461,1.735357917570499,Unknown
Scotland,16,1847,62432,2.9584187596104563,1 - Most Deprived
Scotland,16,1542,52962,2.911521468222499,2
Scotland,16,1227,42277,2.9022872956926937,3
Scotland,16,1066,36302,2.9364773290727784,4
Scotland,16,911,31714,2.8725484013369487,5 - Least Deprived
Scotland,16,7,451,1.5521064301552108,Unknown
Scotland,17,1882,65024,2.89431594488189,1 - Most Deprived
Scotland,17,1524,54335,2.8048219379773625,2
Scotland,17,1287,43728,2.9431942919868277,3
Scotland,17,1013,37440,2.705662393162393,4
Scotland,17,955,32656,2.924424301812837,5 - Least Deprived
Scotland,17,10,411,2.4330900243309004,Unknown
Scotland,18,1794,62668,2.8627050488287487,1 - Most Deprived
Scotland,18,1479,52993,2.790934651746457,2
Scotland,18,1232,42791,2.879110093243906,3
Scotland,18,1013,36743,2.7569877255531665,4
Scotland,18,900,32273,2.7887088278127226,5 - Least Deprived
Scotland,18,6,444,1.3513513513513513,Unknown
Scotland,19,1653,61887,2.670997139948616,1 - Most Deprived
Scotland,19,1419,52953,2.679734859214775,2
Scotland,19,1109,42525,2.60787771898883,3
Scotland,19,974,36872,2.6415708396615316,4
Scotland,19,852,31733,2.684902152333533,5 - Least Deprived
Scotland,19,12,424,2.8301886792452833,Unknown
Scotland,20,1925,63801,3.017194087866961,1 - Most Deprived
Scotland,20,1650,54516,3.026634382566586,2
Scotland,20,1363,43755,3.1150725631356417,3
Scotland,20,1144,37542,3.0472537424750947,4
Scotland,20,986,32779,3.0080234296348274,5 - Least Deprived
Scotland,20,8,442,1.809954751131222,Unknown
Scotland,21,1877,62721,2.992618102389949,1 - Most Deprived
Scotland,21,1589,53098,2.9925797581829823,2
Scotland,21,1361,42621,3.193261537739612,3
Scotland,21,1128,36711,3.072648524965269,4
Scotland,21,1007,32025,3.1444184231069476,5 - Least Deprived
Scotland,21,13,411,3.1630170316301705,Unknown
Scotland,22,1786,62952,2.837082221375016,1 - Most Deprived
Scotland,22,1447,53724,2.693395875214057,2
Scotland,22,1146,42729,2.6820192375201852,3
Scotland,22,980,37286,2.6283323499436784,4
Scotland,22,883,32820,2.69043266301036,5 - Least Deprived
Scotland,22,12,461,2.6030368763557483,Unknown
Scotland,23,1685,63683,2.645918062905328,1 - Most Deprived
Scotland,23,1400,53246,2.629305487736168,2
Scotland,23,1082,42919,2.5210279829446165,3
Scotland,23,949,36878,2.5733499647486306,4
Scotland,23,796,32172,2.4742011687181398,5 - Least Deprived
Scotland,23,11,498,2.208835341365462,Unknown
Scotland,24,1779,63393,2.8063035350906254,1 - Most Deprived
Scotland,24,1520,54121,2.8085216459415014,2
Scotland,24,1178,43988,2.678003091752296,3
Scotland,24,1046,37773,2.7691737484446564,4
Scotland,24,897,32310,2.776230269266481,5 - Least Deprived
Scotland,24,9,395,2.278481012658228,Unknown
Scotland,25,1738,64640,2.688737623762376,1 - Most Deprived
Scotland,25,1542,55580,2.7743792731198273,2
Scotland,25,1222,44907,2.721179326162959,3
Scotland,25,1012,37510,2.6979472140762466,4
Scotland,25,856,32793,2.6103131765925656,5 - Least Deprived
Scotland,25,11,371,2.964959568733154,Unknown
Scotland,26,1624,64547,2.515996095868127,1 - Most Deprived
Scotland,26,1313,54833,2.3945434318749657,2
Scotland,26,1162,44188,2.629673214447361,3
Scotland,26,983,37415,2.6272885206467995,4
Scotland,26,821,32529,2.523901749208399,5 - Least Deprived
Scotland,26,12,383,3.1331592689295036,Unknown
Scotland,27,1721,63705,2.7015147947570832,1 - Most Deprived
Scotland,27,1476,55256,2.671203127262198,2
Scotland,27,1190,43878,2.7120652718902414,3
Scotland,27,944,36414,2.5924095128247377,4
Scotland,27,837,32421,2.5816600351623946,5 - Least Deprived
Scotland,27,10,337,2.967359050445104,Unknown
Scotland,28,1889,64607,2.923831782933738,1 - Most Deprived
Scotland,28,1666,55681,2.992043964727645,2
Scotland,28,1297,44339,2.92519001330657,3
Scotland,28,1106,37486,2.9504348290028277,4
Scotland,28,947,32959,2.873266786006857,5 - Least Deprived
Scotland,28,13,345,3.768115942028986,Unknown
Scotland,29,1984,64803,3.0615866549388144,1 - Most Deprived
Scotland,29,1759,55938,3.1445528978511925,2
Scotland,29,1413,45073,3.134914472078628,3
Scotland,29,1158,37372,3.098576474365835,4
Scotland,29,1050,33051,3.176908414268857,5 - Least Deprived
Scotland,29,13,402,3.233830845771144,Unknown
Scotland,30,1827,64588,2.8286988295039324,1 - Most Deprived
Scotland,30,1554,54894,2.8309104820198927,2
Scotland,30,1228,43750,2.806857142857143,3
Scotland,30,976,36513,2.6730205680168706,4
Scotland,30,877,31907,2.7486131569874948,5 - Least Deprived
Scotland,30,6,377,1.5915119363395225,Unknown
Scotland,31,1696,64026,2.648923874675913,1 - Most Deprived
Scotland,31,1416,54845,2.5818214969459388,2
Scotland,31,1152,44239,2.6040371617803295,3
Scotland,31,995,36760,2.706746463547334,4
Scotland,31,814,32213,2.5269301213795674,5 - Least Deprived
Scotland,31,11,357,3.081232492997199,Unknown
Scotland,32,1857,64711,2.8696821251410114,1 - Most Deprived
Scotland,32,1619,56083,2.8867927892587772,2
Scotland,32,1279,45278,2.824771412164848,3
Scotland,32,1081,37456,2.886052968816745,4
Scotland,32,882,32402,2.722054194185544,5 - Least Deprived
Scotland,32,6,335,1.791044776119403,Unknown
Scotland,33,1987,66010,3.0101499772761704,1 - Most Deprived
Scotland,33,1707,55627,3.0686537113272334,2
Scotland,33,1350,45279,2.9815146094215863,3
Scotland,33,1149,37190,3.08954019897822,4
Scotland,33,984,32847,2.995707370536122,5 - Least Deprived
Scotland,33,11,353,3.1161473087818696,Unknown
Scotland,34,1703,64509,2.6399417135593484,1 - Most Deprived
Scotland,34,1425,55383,2.572991712258274,2
Scotland,34,1145,44700,2.5615212527964206,3
Scotland,34,964,37925,2.5418589321028344,4
Scotland,34,881,32843,2.6824589714703286,5 - Least Deprived
Scotland,34,8,392,2.0408163265306123,Unknown
Scotland,35,1715,62877,2.727547433878843,1 - Most Deprived
Scotland,35,1432,53822,2.6606220504626363,2
Scotland,35,1170,43511,2.68897520167314,3
Scotland,35,957,36259,2.6393447144157314,4
Scotland,35,874,32318,2.704375270746952,5 - Least Deprived
Scotland,35,9,378,2.380952380952381,Unknown
Scotland,36,1941,63451,3.05905344281414,1 - Most Deprived
Scotland,36,1686,54434,3.0973288753352683,2
Scotland,36,1321,43723,3.021293140909819,3
Scotland,36,1123,36741,3.0565308510927847,4
Scotland,36,1027,32213,3.1881538509297487,5 - Least Deprived
Scotland,36,9,383,2.3498694516971277,Unknown
Scotland,37,2009,63649,3.1563732344577295,1 - Most Deprived
Scotland,37,1744,54149,3.220742765332693,2
Scotland,37,1261,43611,2.891472334961363,3
Scotland,37,1080,36736,2.9398954703832754,4
Scotland,37,1014,32370,3.132530120481928,5 - Least Deprived
Scotland,37,12,376,3.1914893617021276,Unknown
Scotland,38,1795,62537,2.870300781937093,1 - Most Deprived
Scotland,38,1451,53265,2.724115272693138,2
Scotland,38,1196,43549,2.746331718294335,3
Scotland,38,1046,35834,2.9190154601774854,4
Scotland,38,840,31372,2.677546857069999,5 - Least Deprived
Scotland,38,9,361,2.4930747922437675,Unknown
Scotland,39,1727,62150,2.7787610619469025,1 - Most Deprived
Scotland,39,1421,52731,2.694809504845347,2
Scotland,39,1168,42547,2.745199426516558,3
Scotland,39,951,35741,2.6608097143336784,4
Scotland,39,897,31029,2.8908440491153438,5 - Least Deprived
Scotland,39,8,362,2.209944751381215,Unknown
Scotland,40,2106,63042,3.3406300561530404,1 - Most Deprived
Scotland,40,1829,54406,3.3617615704150277,2
Scotland,40,1484,43642,3.4003941157600477,3
Scotland,40,1178,36782,3.202653471806862,4
Scotland,40,990,32448,3.05103550295858,5 - Least Deprived
Scotland,40,8,399,2.0050125313283207,Unknown
Scotland,41,2032,61407,3.309068998648362,1 - Most Deprived
Scotland,41,1797,52819,3.402184819856491,2
Scotland,41,1402,42982,3.261830533711786,3
Scotland,41,1178,35975,3.2744961779013204,4
Scotland,41,999,31498,3.171629944758397,5 - Least Deprived
Scotland,41,11,378,2.91005291005291,Unknown
Scotland,1,7767,223804,3.4704473557219706,Discharge
Scotland,2,6337,222487,2.8482563026154337,Discharge
Scotland,3,6245,219869,2.8403276496459253,Discharge
Scotland,4,7323,224026,3.268817012311071,Discharge
Scotland,5,6779,229667,2.951664801647603,Discharge
Scotland,6,6134,224176,2.7362429519663123,Discharge
Scotland,7,6044,222348,2.7182614640113694,Discharge
Scotland,8,6882,225327,3.054227855516649,Discharge
Scotland,9,6722,225138,2.9857243113112846,Discharge
Scotland,10,6046,224461,2.6935636925791115,Discharge
Scotland,11,6049,222584,2.7176257053516872,Discharge
Scotland,12,6838,218001,3.1366828592529394,Discharge
Scotland,13,6396,226654,2.8219224015459687,Discharge
Scotland,14,5971,220853,2.703608282432206,Discharge
Scotland,15,5869,223701,2.6235913116168454,Discharge
Scotland,16,6397,226138,2.8288036508680543,Discharge
Scotland,17,6290,233594,2.692706148274356,Discharge
Scotland,18,6070,227912,2.6633086454421004,Discharge
Scotland,19,5676,226394,2.5071335812786555,Discharge
Scotland,20,6620,232835,2.8432151523611138,Discharge
Scotland,21,6573,227587,2.888126298953807,Discharge
Scotland,22,5783,229972,2.5146539578731324,Discharge
Scotland,23,5687,229396,2.4791190779263808,Discharge
Scotland,24,6126,231980,2.6407448918010177,Discharge
Scotland,25,5982,235801,2.536884915670417,Discharge
Scotland,26,5588,233895,2.389106222877787,Discharge
Scotland,27,5783,232011,2.492554232342432,Discharge
Scotland,28,6477,235417,2.751288139769006,Discharge
Scotland,29,6738,236639,2.8473751156825373,Discharge
Scotland,30,5939,232029,2.559593843872964,Discharge
Scotland,31,5589,232440,2.40449148167269,Discharge
Scotland,32,6117,236265,2.5890419655894865,Discharge
Scotland,33,6476,237306,2.7289659764186327,Discharge
Scotland,34,5667,235752,2.4037972106281176,Discharge
Scotland,35,5627,229165,2.455436039534833,Discharge
Scotland,36,6402,230945,2.772088592522029,Discharge
Scotland,37,6355,230891,2.7523809936290284,Discharge
Scotland,38,5619,226918,2.476224891811139,Discharge
Scotland,39,5598,224560,2.492874955468472,Discharge
Scotland,40,6662,230719,2.887495178117103,Discharge
Scotland,41,5905,225059,2.6237564372009117,Discharge
S08000015,1,521,16806,3.100083303582054,Discharge
S08000016,1,206,4346,4.739990796134377,Discharge
S08000017,1,257,6656,3.8611778846153846,Discharge
S08000018,1,536,11188,4.7908473364318915,Discharge
S08000019,1,362,8472,4.2728989612842305,Discharge
S08000020,1,781,20681,3.7764131328272326,Discharge
S08000021,1,1924,65415,2.9412214323931822,Discharge
S08000022,1,361,12126,2.9770740557479796,Discharge
S08000023,1,798,22081,3.613966758751868,Discharge
S08000024,1,1114,32107,3.4696483632852653,Discharge
S08000025,1,24,729,3.292181069958848,Discharge
S08000026,1,18,869,2.0713463751438432,Discharge
S08000027,1,712,16851,4.225268530057563,Discharge
S08000028,1,45,1257,3.579952267303103,Discharge
S08100001,1,1,3091,0.03235198964736331,Discharge
S27000001,1,107,1129,9.477413640389726,Discharge
S08000015,2,421,16500,2.5515151515151513,Discharge
S08000016,2,132,4289,3.0776404756353464,Discharge
S08000017,2,211,6551,3.220882308044573,Discharge
S08000018,2,380,11244,3.3795802205620777,Discharge
S08000019,2,290,8361,3.468484631024997,Discharge
S08000020,2,653,21150,3.0874704491725766,Discharge
S08000021,2,1515,64651,2.3433512242656724,Discharge
S08000022,2,315,12169,2.5885446626674335,Discharge
S08000023,2,713,22067,3.231069017084334,Discharge
S08000024,2,919,31674,2.9014333522763147,Discharge
S08000025,2,25,797,3.136762860727729,Discharge
S08000026,2,18,798,2.2556390977443606,Discharge
S08000027,2,554,16319,3.3948158588148787,Discharge
S08000028,2,42,1294,3.2457496136012365,Discharge
S08100001,2,31,3511,0.8829393335232129,Discharge
S27000001,2,118,1112,10.611510791366907,Discharge
S08000015,3,459,16501,2.7816495969941215,Discharge
S08000016,3,143,4251,3.3639143730886847,Discharge
S08000017,3,203,6562,3.093569033831149,Discharge
S08000018,3,377,11070,3.4056007226738934,Discharge
S08000019,3,291,8449,3.4441945792401465,Discharge
S08000020,3,637,20937,3.0424607154797725,Discharge
S08000021,3,1476,64102,2.3025802627063117,Discharge
S08000022,3,344,12183,2.823606665025035,Discharge
S08000023,3,611,21326,2.8650473600300104,Discharge
S08000024,3,891,30641,2.9078685421494077,Discharge
S08000025,3,28,778,3.5989717223650386,Discharge
S08000026,3,21,731,2.8727770177838576,Discharge
S08000027,3,575,16441,3.4973541755367674,Discharge
S08000028,3,26,1225,2.122448979591837,Discharge
S08100001,3,29,3585,0.8089260808926082,Discharge
S27000001,3,134,1087,12.32750689972401,Discharge
S08000015,4,503,16813,2.991732587878427,Discharge
S08000016,4,170,4261,3.9896737854963624,Discharge
S08000017,4,251,6566,3.8227231190983852,Discharge
S08000018,4,476,10842,4.390333886736764,Discharge
S08000019,4,340,8245,4.123711340206185,Discharge
S08000020,4,718,21527,3.3353463092860127,Discharge
S08000021,4,1861,65282,2.850709230722098,Discharge
S08000022,4,382,11836,3.2274417032781346,Discharge
S08000023,4,741,23164,3.1989293731652566,Discharge
S08000024,4,1008,31334,3.216952830790834,Discharge
S08000025,4,34,726,4.683195592286501,Discharge
S08000026,4,24,870,2.7586206896551726,Discharge
S08000027,4,625,16514,3.7846675548019864,Discharge
S08000028,4,29,1212,2.392739273927393,Discharge
S08100001,4,26,3659,0.7105766602896966,Discharge
S27000001,4,135,1175,11.48936170212766,Discharge
S08000015,5,522,17018,3.067340463039135,Discharge
S08000016,5,171,4377,3.906785469499657,Discharge
S08000017,5,244,6719,3.6314927816639377,Discharge
S08000018,5,441,11293,3.9050739396086067,Discharge
S08000019,5,326,8262,3.945775841200678,Discharge
S08000020,5,669,22826,2.930868308069745,Discharge
S08000021,5,1587,65824,2.4109747204666987,Discharge
S08000022,5,322,12393,2.598240942467522,Discharge
S08000023,5,702,23733,2.9579067121729237,Discharge
S08000024,5,946,31375,3.0151394422310758,Discharge
S08000025,5,27,786,3.435114503816794,Discharge
S08000026,5,20,871,2.2962112514351323,Discharge
S08000027,5,604,17135,3.524948934928509,Discharge
S08000028,5,41,1247,3.2878909382518042,Discharge
S08100001,5,33,3778,0.8734780307040761,Discharge
S27000001,5,124,2030,6.108374384236454,Discharge
S08000015,6,431,16783,2.5680748376333193,Discharge
S08000016,6,142,4292,3.308480894687791,Discharge
S08000017,6,213,6657,3.199639477242001,Discharge
S08000018,6,386,11028,3.500181356546971,Discharge
S08000019,6,254,8391,3.0270527946609462,Discharge
S08000020,6,541,22107,2.44718867327091,Discharge
S08000021,6,1502,64487,2.3291516119527964,Discharge
S08000022,6,283,12160,2.3273026315789473,Discharge
S08000023,6,639,22745,2.8094086612442295,Discharge
S08000024,6,915,31310,2.9223890130948575,Discharge
S08000025,6,27,770,3.506493506493506,Discharge
S08000026,6,18,872,2.064220183486239,Discharge
S08000027,6,576,16337,3.5257391197894354,Discharge
S08000028,6,40,1304,3.067484662576687,Discharge
S08100001,6,26,3259,0.7977907333537895,Discharge
S27000001,6,141,1674,8.422939068100359,Discharge
S08000015,7,400,16496,2.424830261881668,Discharge
S08000016,7,157,4336,3.620848708487085,Discharge
S08000017,7,229,6642,3.44775669978922,Discharge
S08000018,7,361,11180,3.228980322003578,Discharge
S08000019,7,246,8204,2.998537298878596,Discharge
S08000020,7,599,22002,2.7224797745659486,Discharge
S08000021,7,1457,64429,2.2614040261372983,Discharge
S08000022,7,283,12036,2.3512794948487867,Discharge
S08000023,7,643,22769,2.8240151082612326,Discharge
S08000024,7,848,30744,2.7582617746552174,Discharge
S08000025,7,20,752,2.6595744680851063,Discharge
S08000026,7,22,904,2.433628318584071,Discharge
S08000027,7,586,16136,3.6316311353495294,Discharge
S08000028,7,37,1198,3.0884808013355594,Discharge
S08100001,7,30,3420,0.8771929824561403,Discharge
S27000001,7,126,1100,11.454545454545455,Discharge
S08000015,8,511,16889,3.025637989223755,Discharge
S08000016,8,140,4271,3.2779208616249127,Discharge
S08000017,8,261,6841,3.8152316912732056,Discharge
S08000018,8,442,11159,3.960928398602025,Discharge
S08000019,8,282,8161,3.455458889841931,Discharge
S08000020,8,678,21703,3.1239920748283647,Discharge
S08000021,8,1621,66338,2.443546685157828,Discharge
S08000022,8,330,11766,2.8046914839367667,Discharge
S08000023,8,792,23624,3.352522858110396,Discharge
S08000024,8,962,31017,3.1015249701776444,Discharge
S08000025,8,23,703,3.2716927453769555,Discharge
S08000026,8,22,850,2.588235294117647,Discharge
S08000027,8,602,16302,3.692798429640535,Discharge
S08000028,8,49,1173,4.177323103154305,Discharge
S08100001,8,27,3316,0.8142340168878166,Discharge
S27000001,8,140,1214,11.532125205930807,Discharge
S08000015,9,460,17295,2.65972824515756,Discharge
S08000016,9,174,3858,4.5101088646967336,Discharge
S08000017,9,249,6686,3.7241998205204907,Discharge
S08000018,9,427,10856,3.933308769344142,Discharge
S08000019,9,283,8017,3.529998752650618,Discharge
S08000020,9,643,21962,2.927784354794645,Discharge
S08000021,9,1704,66153,2.5758469003673303,Discharge
S08000022,9,308,11369,2.7091212947488783,Discharge
S08000023,9,731,23826,3.068076890791572,Discharge
S08000024,9,903,30862,2.9259283260968183,Discharge
S08000025,9,32,721,4.438280166435506,Discharge
S08000026,9,24,860,2.7906976744186047,Discharge
S08000027,9,601,16583,3.6241934511246456,Discharge
S08000028,9,42,1263,3.32541567695962,Discharge
S08100001,9,25,3641,0.6866245536940401,Discharge
S27000001,9,116,1186,9.780775716694773,Discharge
S08000015,10,413,16593,2.48900138612668,Discharge
S08000016,10,150,4397,3.4114168751421428,Discharge
S08000017,10,236,6792,3.4746760895170787,Discharge
S08000018,10,369,10903,3.3843896175364576,Discharge
S08000019,10,272,8032,3.386454183266932,Discharge
S08000020,10,639,22189,2.8798053089368607,Discharge
S08000021,10,1465,66835,2.1919652876486873,Discharge
S08000022,10,315,11522,2.7339003645200486,Discharge
S08000023,10,658,23248,2.830350997935306,Discharge
S08000024,10,820,30475,2.6907301066447906,Discharge
S08000025,10,29,765,3.7908496732026142,Discharge
S08000026,10,30,858,3.4965034965034967,Discharge
S08000027,10,485,16526,2.9347694541933924,Discharge
S08000028,10,32,1185,2.70042194092827,Discharge
S08100001,10,26,3345,0.7772795216741405,Discharge
S27000001,10,107,796,13.442211055276381,Discharge
S08000015,11,415,16798,2.4705322062150255,Discharge
S08000016,11,136,4423,3.07483608410581,Discharge
S08000017,11,219,6444,3.3985102420856608,Discharge
S08000018,11,400,10993,3.6386791594651142,Discharge
S08000019,11,268,7917,3.385120626499937,Discharge
S08000020,11,564,21731,2.5953706686300677,Discharge
S08000021,11,1473,66605,2.211545679753772,Discharge
S08000022,11,288,11542,2.49523479466297,Discharge
S08000023,11,680,22748,2.989273782310533,Discharge
S08000024,11,849,30353,2.797087602543406,Discharge
S08000025,11,24,794,3.022670025188917,Discharge
S08000026,11,17,858,1.9813519813519813,Discharge
S08000027,11,525,16508,3.1802762297068092,Discharge
S08000028,11,33,1161,2.842377260981912,Discharge
S08100001,11,30,3107,0.965561635017702,Discharge
S27000001,11,128,602,21.262458471760798,Discharge
S08000015,12,490,17153,2.8566431528012592,Discharge
S08000016,12,173,4251,4.0696306751352624,Discharge
S08000017,12,233,6499,3.585166948761348,Discharge
S08000018,12,396,9993,3.962773941759232,Discharge
S08000019,12,302,7777,3.883245467403883,Discharge
S08000020,12,623,21250,2.931764705882353,Discharge
S08000021,12,1693,65751,2.5748657815090263,Discharge
S08000022,12,366,11220,3.2620320855614975,Discharge
S08000023,12,703,22319,3.149782696357364,Discharge
S08000024,12,950,29754,3.1928480204342273,Discharge
S08000025,12,29,713,4.067321178120617,Discharge
S08000026,12,27,843,3.202846975088968,Discharge
S08000027,12,655,15899,4.119755959494308,Discharge
S08000028,12,47,1148,4.094076655052264,Discharge
S08100001,12,25,2974,0.8406186953597847,Discharge
S27000001,12,126,457,27.571115973741794,Discharge
S08000015,13,475,17506,2.7133554209985147,Discharge
S08000016,13,134,4286,3.126458236117592,Discharge
S08000017,13,239,6793,3.5183276902693947,Discharge
S08000018,13,421,10867,3.8741142909726696,Discharge
S08000019,13,265,8411,3.1506360718107236,Discharge
S08000020,13,647,22202,2.91415187820917,Discharge
S08000021,13,1604,68335,2.347259822931148,Discharge
S08000022,13,312,11267,2.769148841750244,Discharge
S08000023,13,646,22034,2.9318326223109743,Discharge
S08000024,13,886,31112,2.847775777834919,Discharge
S08000025,13,23,721,3.19001386962552,Discharge
S08000026,13,20,874,2.2883295194508007,Discharge
S08000027,13,540,16889,3.1973473858724613,Discharge
S08000028,13,30,1184,2.5337837837837838,Discharge
S08100001,13,27,3366,0.8021390374331552,Discharge
